A-set	Car	Date	Date and Time	Event Name	Nearest Train Station	Metres to Train Station	Cityrail Line	Longitude	Latitude	Event Count	Signal Name	Numeric Snaphot 0 Value	BW Y/N	BW Year	Month
A62	N5462	22/01/2014	22/01/2014 4:43	TIM_Fault_50HzComponentDetection_Group1	Sydenham	612.2802374	Bankstown Line	151.171875	-33.9108696	1	SPEED	64	No	2014	1
A62	N5462	22/01/2014	22/01/2014 4:43	TIM_Fault_50HzComponentDetection_Group1	Sydenham	612.2802374	Eastern Suburbs & Illawarra Line	151.171875	-33.9108696	1	SPEED	64	No	2014	1
A15	N5615	23/01/2014	23/01/2014 6:58	TIM_Fault_50HzComponentDetection_Group1	Wentworthville	99.12030338	Cumberland Line	150.973862	-33.8075676	1	SPEED	112	Yes	2014	1
A15	N5615	23/01/2014	23/01/2014 6:58	TIM_Fault_50HzComponentDetection_Group1	Wentworthville	99.12030338	Western Line	150.973862	-33.8075676	1	SPEED	112	No	2014	1
A33	N5333	23/01/2014	23/01/2014 9:46	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	856.9515278	Airport & East Hills Line	150.807297	-34.0690308	1	SPEED	16	Yes	2014	1
A33	N5333	23/01/2014	23/01/2014 9:46	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	856.9515278	Cumberland Line	150.807297	-34.0690308	1	SPEED	16	No	2014	1
A33	N5333	23/01/2014	23/01/2014 9:46	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	856.9515278	South Line	150.807297	-34.0690308	1	SPEED	16	No	2014	1
A33	N5333	23/01/2014	23/01/2014 9:46	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	856.9515278	Southern Highlands Line	150.807297	-34.0690308	1	SPEED	16	No	2014	1
A33	N5533	23/01/2014	23/01/2014 9:46	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	856.9515278	Airport & East Hills Line	150.807297	-34.0690308	1	SPEED	15	No	2014	1
A33	N5533	23/01/2014	23/01/2014 9:46	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	856.9515278	Cumberland Line	150.807297	-34.0690308	1	SPEED	15	No	2014	1
A33	N5533	23/01/2014	23/01/2014 9:46	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	856.9515278	South Line	150.807297	-34.0690308	1	SPEED	15	No	2014	1
A33	N5533	23/01/2014	23/01/2014 9:46	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	856.9515278	Southern Highlands Line	150.807297	-34.0690308	1	SPEED	15	No	2014	1
A65	N5465	23/01/2014	23/01/2014 6:22	TIM_Fault_50HzComponentDetection_Group1	Wolli Creek	207.8855465	Airport & East Hills Line (Airport Branch)	151.151794	-33.9285393	1	SPEED	53	Yes	2014	1
A65	N5465	23/01/2014	23/01/2014 6:22	TIM_Fault_50HzComponentDetection_Group1	Wolli Creek	207.8855465	Eastern Suburbs & Illawarra Line	151.151794	-33.9285393	1	SPEED	53	No	2014	1
A65	N5465	23/01/2014	23/01/2014 6:22	TIM_Fault_50HzComponentDetection_Group1	Wolli Creek	207.8855465	South Coast Line	151.151794	-33.9285393	1	SPEED	53	No	2014	1
A66	N5466	23/01/2014	23/01/2014 7:50	TIM_Fault_50HzComponentDetection_Group1	Casula	2237.679182	Cumberland Line	150.928192	-33.9648438	1	SPEED	112	Yes	2014	1
A66	N5466	23/01/2014	23/01/2014 7:50	TIM_Fault_50HzComponentDetection_Group1	Casula	2237.679182	South Line	150.928192	-33.9648438	1	SPEED	112	No	2014	1
A03	N5603	24/01/2014	24/01/2014 20:01	TIM_Fault_50HzComponentDetection_Group1	Hornsby	840.9155184	Newcastle & Central Coast Line	151.100952	-33.6954422	1	SPEED	26	Yes	2014	1
A03	N5603	24/01/2014	24/01/2014 20:01	TIM_Fault_50HzComponentDetection_Group1	Hornsby	840.9155184	North Shore Line	151.100952	-33.6954422	1	SPEED	26	No	2014	1
A03	N5603	24/01/2014	24/01/2014 20:01	TIM_Fault_50HzComponentDetection_Group1	Hornsby	840.9155184	Northern Line	151.100952	-33.6954422	1	SPEED	26	No	2014	1
A14	N5614	24/01/2014	24/01/2014 22:35	TIM_Fault_50HzComponentDetection_Group1	Macdonaldtown	400.1512051	Inner West Line	151.190842	-33.895649	1	SPEED	11	Yes	2014	1
A22	N5422	24/01/2014	24/01/2014 23:30	TIM_Fault_50HzComponentDetection_Group1	Penrith	338.560107	Blue Mountains Line	150.692245	-33.7488098	1	SPEED	16	Yes	2014	1
A22	N5422	24/01/2014	24/01/2014 23:30	TIM_Fault_50HzComponentDetection_Group1	Penrith	338.560107	Western Line	150.692245	-33.7488098	1	SPEED	16	No	2014	1
A23	N5323	24/01/2014	24/01/2014 4:50	TIM_Fault_50HzComponentDetection_Group1	Casula	2148.30443	Cumberland Line	150.926605	-33.9648972	1	SPEED	95	Yes	2014	1
A23	N5323	24/01/2014	24/01/2014 4:50	TIM_Fault_50HzComponentDetection_Group1	Casula	2148.30443	South Line	150.926605	-33.9648972	1	SPEED	95	No	2014	1
A24	N5524	24/01/2014	24/01/2014 6:03	TIM_Fault_50HzComponentDetection_Group1	Macquarie Fields	91.44482559	Airport & East Hills Line	150.87825	-33.9853897	1	SPEED	43	Yes	2014	1
A24	N5524	24/01/2014	24/01/2014 6:03	TIM_Fault_50HzComponentDetection_Group1	Macquarie Fields	91.44482559	Cumberland Line	150.87825	-33.9853897	1	SPEED	43	No	2014	1
A29	N5629	24/01/2014	24/01/2014 21:01	TIM_Fault_50HzComponentDetection_Group1	Penrith	221.1168803	Blue Mountains Line	150.693497	-33.749485	1	SPEED	12	Yes	2014	1
A29	N5629	24/01/2014	24/01/2014 21:01	TIM_Fault_50HzComponentDetection_Group1	Penrith	221.1168803	Western Line	150.693497	-33.749485	1	SPEED	12	No	2014	1
A34	N5334	24/01/2014	24/01/2014 20:51	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	1697.354273	Airport & East Hills Line	150.938583	-33.9641914	1	SPEED	111	Yes	2014	1
A34	N5534	24/01/2014	24/01/2014 20:51	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	1697.354273	Airport & East Hills Line	150.938583	-33.9641914	1	SPEED	111	No	2014	1
A34	N5634	24/01/2014	24/01/2014 20:48	TIM_Fault_50HzComponentDetection_Group1	East Hills	1202.578722	Airport & East Hills Line	150.972656	-33.9650803	1	SPEED	114	No	2014	1
A38	N5438	24/01/2014	24/01/2014 15:38	TIM_Fault_50HzComponentDetection_Group1	Blacktown	370.7555017	Blue Mountains Line	150.906372	-33.7651825	1	SPEED	16	Yes	2014	1
A38	N5438	24/01/2014	24/01/2014 15:38	TIM_Fault_50HzComponentDetection_Group1	Blacktown	370.7555017	Cumberland Line	150.906372	-33.7651825	1	SPEED	16	No	2014	1
A38	N5438	24/01/2014	24/01/2014 15:38	TIM_Fault_50HzComponentDetection_Group1	Blacktown	370.7555017	Western Line	150.906372	-33.7651825	1	SPEED	16	No	2014	1
A42	N5342	24/01/2014	24/01/2014 3:53	TIM_Fault_50HzComponentDetection_Group1	Casula	1078.260609	Cumberland Line	150.917328	-33.9411545	1	SPEED	94	Yes	2014	1
A42	N5342	24/01/2014	24/01/2014 3:53	TIM_Fault_50HzComponentDetection_Group1	Casula	1078.260609	South Line	150.917328	-33.9411545	1	SPEED	94	No	2014	1
A43	N5643	24/01/2014	24/01/2014 4:49	TIM_Fault_50HzComponentDetection_Group1	Macdonaldtown	146.6401025	Inner West Line	151.18782	-33.8972321	1	SPEED	6	Yes	2014	1
A53	N5353	24/01/2014	24/01/2014 0:01	TIM_Fault_50HzComponentDetection_Group1	Penrith	187.364892	Blue Mountains Line	150.694122	-33.7492638	1	SPEED	12	Yes	2014	1
A53	N5353	24/01/2014	24/01/2014 0:01	TIM_Fault_50HzComponentDetection_Group1	Penrith	187.364892	Western Line	150.694122	-33.7492638	1	SPEED	12	No	2014	1
A53	N5453	24/01/2014	24/01/2014 13:50	TIM_Fault_50HzComponentDetection_Group1	Blacktown	577.5995787	Blue Mountains Line	150.906067	-33.7633286	1	SPEED	12	No	2014	1
A53	N5453	24/01/2014	24/01/2014 13:50	TIM_Fault_50HzComponentDetection_Group1	Blacktown	577.5995787	Cumberland Line	150.906067	-33.7633286	1	SPEED	12	No	2014	1
A53	N5453	24/01/2014	24/01/2014 13:50	TIM_Fault_50HzComponentDetection_Group1	Blacktown	577.5995787	Western Line	150.906067	-33.7633286	1	SPEED	12	No	2014	1
A53	N5553	24/01/2014	24/01/2014 13:50	TIM_Fault_50HzComponentDetection_Group1	Blacktown	543.7785163	Blue Mountains Line	150.906158	-33.7636261	1	SPEED	12	No	2014	1
A53	N5553	24/01/2014	24/01/2014 13:50	TIM_Fault_50HzComponentDetection_Group1	Blacktown	543.7785163	Cumberland Line	150.906158	-33.7636261	1	SPEED	12	No	2014	1
A53	N5553	24/01/2014	24/01/2014 13:50	TIM_Fault_50HzComponentDetection_Group1	Blacktown	543.7785163	Western Line	150.906158	-33.7636261	1	SPEED	12	No	2014	1
A59	N5459	24/01/2014	24/01/2014 7:25	TIM_Fault_50HzComponentDetection_Group1	Casula	1960.551331	Cumberland Line	150.92244	-33.9651833	1	SPEED	107	Yes	2014	1
A59	N5459	24/01/2014	24/01/2014 7:25	TIM_Fault_50HzComponentDetection_Group1	Casula	1960.551331	South Line	150.92244	-33.9651833	1	SPEED	107	No	2014	1
A59	N5559	24/01/2014	24/01/2014 19:20	TIM_Fault_50HzComponentDetection_Group1	Casula	2238.350944	Cumberland Line	150.928177	-33.9648628	1	SPEED	109	No	2014	1
A59	N5559	24/01/2014	24/01/2014 19:20	TIM_Fault_50HzComponentDetection_Group1	Casula	2238.350944	South Line	150.928177	-33.9648628	1	SPEED	109	No	2014	1
A59	N5659	24/01/2014	24/01/2014 14:30	TIM_Fault_50HzComponentDetection_Group1	Ingleburn	52.74789561	Airport & East Hills Line	150.865601	-33.9966354	1	SPEED	21	No	2014	1
A59	N5659	24/01/2014	24/01/2014 14:30	TIM_Fault_50HzComponentDetection_Group1	Ingleburn	52.74789561	Cumberland Line	150.865601	-33.9966354	1	SPEED	21	No	2014	1
A60	N5460	24/01/2014	24/01/2014 3:03	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	21.8132739	Airport & East Hills Line	150.813919	-34.0642586	1	SPEED	8	Yes	2014	1
A60	N5460	24/01/2014	24/01/2014 3:03	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	21.8132739	Cumberland Line	150.813919	-34.0642586	1	SPEED	8	No	2014	1
A60	N5460	24/01/2014	24/01/2014 3:03	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	21.8132739	South Line	150.813919	-34.0642586	1	SPEED	8	No	2014	1
A60	N5460	24/01/2014	24/01/2014 3:03	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	21.8132739	Southern Highlands Line	150.813919	-34.0642586	1	SPEED	8	No	2014	1
A60	N5460	24/01/2014	24/01/2014 3:53	TIM_Fault_50HzComponentDetection_Group1	Casula	2016.471642	Cumberland Line	150.923767	-33.9651146	1	SPEED	111	No	2014	1
A60	N5460	24/01/2014	24/01/2014 3:53	TIM_Fault_50HzComponentDetection_Group1	Casula	2016.471642	South Line	150.923767	-33.9651146	1	SPEED	111	No	2014	1
A60	N5660	24/01/2014	24/01/2014 3:03	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	24.39807067	Airport & East Hills Line	150.813889	-34.0642738	1	SPEED	10	No	2014	1
A60	N5660	24/01/2014	24/01/2014 3:03	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	24.39807067	Cumberland Line	150.813889	-34.0642738	1	SPEED	10	No	2014	1
A60	N5660	24/01/2014	24/01/2014 3:03	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	24.39807067	South Line	150.813889	-34.0642738	1	SPEED	10	No	2014	1
A60	N5660	24/01/2014	24/01/2014 3:03	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	24.39807067	Southern Highlands Line	150.813889	-34.0642738	1	SPEED	10	No	2014	1
A62	N5362	24/01/2014	24/01/2014 19:29	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	2196.946324	Airport & East Hills Line	150.933182	-33.9645462	1	SPEED	96	Yes	2014	1
A62	N5362	24/01/2014	24/01/2014 20:32	TIM_Fault_50HzComponentDetection_Group1	Riverwood	832.2838603	Airport & East Hills Line	151.042999	-33.9523239	1	SPEED	111	No	2014	1
A62	N5462	24/01/2014	24/01/2014 7:20	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	1559.10525	Airport & East Hills Line	150.940079	-33.9641075	1	SPEED	104	No	2014	1
A62	N5462	24/01/2014	24/01/2014 19:28	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	944.6151987	Airport & East Hills Line	150.946732	-33.963768	1	SPEED	87	No	2014	1
A62	N5662	24/01/2014	24/01/2014 7:20	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	1559.10525	Airport & East Hills Line	150.940079	-33.9641075	1	SPEED	104	No	2014	1
A62	N5662	24/01/2014	24/01/2014 20:19	TIM_Fault_50HzComponentDetection_Group1	Casula	1669.838196	Cumberland Line	150.910309	-33.9647598	1	SPEED	80	No	2014	1
A62	N5662	24/01/2014	24/01/2014 20:19	TIM_Fault_50HzComponentDetection_Group1	Casula	1669.838196	South Line	150.910309	-33.9647598	1	SPEED	80	No	2014	1
A65	N5365	24/01/2014	24/01/2014 22:18	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	904.8819093	Airport & East Hills Line	150.966705	-33.9642601	1	SPEED	96	Yes	2014	1
A65	N5465	24/01/2014	24/01/2014 22:14	TIM_Fault_50HzComponentDetection_Group1	Casula	2027.11959	Cumberland Line	150.924103	-33.9650497	1	SPEED	110	No	2014	1
A65	N5465	24/01/2014	24/01/2014 22:14	TIM_Fault_50HzComponentDetection_Group1	Casula	2027.11959	South Line	150.924103	-33.9650497	1	SPEED	110	No	2014	1
A66	N5466	24/01/2014	24/01/2014 20:40	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	1570.329693	Airport & East Hills Line	150.939957	-33.9641075	1	SPEED	106	Yes	2014	1
A66	N5466	24/01/2014	24/01/2014 20:52	TIM_Fault_50HzComponentDetection_Group1	Turrella	151.873581	Airport & East Hills Line	151.141586	-33.9293213	1	SPEED	77	No	2014	1
A66	N5566	24/01/2014	24/01/2014 20:52	TIM_Fault_50HzComponentDetection_Group1	Turrella	191.2860605	Airport & East Hills Line	151.141998	-33.9291954	1	SPEED	74	No	2014	1
A68	N5568	24/01/2014	24/01/2014 18:49	TIM_Fault_50HzComponentDetection_Group1	Casula	1891.187138	Cumberland Line	150.92038	-33.9653397	1	SPEED	106	Yes	2014	1
A68	N5568	24/01/2014	24/01/2014 18:49	TIM_Fault_50HzComponentDetection_Group1	Casula	1891.187138	South Line	150.92038	-33.9653397	1	SPEED	106	No	2014	1
A68	N5668	24/01/2014	24/01/2014 21:53	TIM_Fault_50HzComponentDetection_Group1	East Hills	953.483468	Airport & East Hills Line	150.975647	-33.9652557	1	SPEED	103	No	2014	1
A34	N5334	25/01/2014	25/01/2014 4:31	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	511.5454819	Airport & East Hills Line	150.817841	-34.0609665	1	SPEED	22	Yes	2014	1
A34	N5334	25/01/2014	25/01/2014 4:31	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	511.5454819	Cumberland Line	150.817841	-34.0609665	1	SPEED	22	No	2014	1
A34	N5334	25/01/2014	25/01/2014 4:31	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	511.5454819	South Line	150.817841	-34.0609665	1	SPEED	22	No	2014	1
A34	N5334	25/01/2014	25/01/2014 4:31	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	511.5454819	Southern Highlands Line	150.817841	-34.0609665	1	SPEED	22	No	2014	1
A34	N5334	25/01/2014	25/01/2014 7:57	TIM_Fault_50HzComponentDetection_Group1	Macarthur	362.9502253	Airport & East Hills Line	150.800354	-34.0713844	1	SPEED	22	No	2014	1
A34	N5334	25/01/2014	25/01/2014 7:57	TIM_Fault_50HzComponentDetection_Group1	Macarthur	362.9502253	Southern Highlands Line	150.800354	-34.0713844	1	SPEED	22	No	2014	1
A41	N5341	25/01/2014	25/01/2014 2:50	TIM_Fault_50HzComponentDetection_Group1	Penrith	204.3540796	Blue Mountains Line	150.693924	-33.7491951	1	SPEED	8	Yes	2014	1
A41	N5341	25/01/2014	25/01/2014 2:50	TIM_Fault_50HzComponentDetection_Group1	Penrith	204.3540796	Western Line	150.693924	-33.7491951	1	SPEED	8	No	2014	1
A41	N5441	25/01/2014	25/01/2014 7:47	TIM_Fault_50HzComponentDetection_Group1	Mt Druitt	1105.987106	Western Line	150.806076	-33.7672768	1	SPEED	100	No	2014	1
A41	N5641	25/01/2014	25/01/2014 0:30	TIM_Fault_50HzComponentDetection_Group1	Penrith	181.18408	Blue Mountains Line	150.698502	-33.7505341	1	SPEED	12	No	2014	1
A41	N5641	25/01/2014	25/01/2014 0:30	TIM_Fault_50HzComponentDetection_Group1	Penrith	181.18408	Western Line	150.698502	-33.7505341	1	SPEED	12	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	Airport & East Hills Line	151.208206	-33.8817253	1	SPEED	41	Yes	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	Bankstown Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	Blue Mountains Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	Eastern Suburbs & Illawarra Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	Inner West Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	Newcastle & Central Coast Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	North Shore Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	Northern Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	Olympic Park services	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	South Coast Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	South Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	Southern Highlands Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A59	N5459	25/01/2014	25/01/2014 20:33	TIM_Fault_50HzComponentDetection_Group1	Central	303.0193088	Western Line	151.208206	-33.8817253	1	SPEED	41	No	2014	1
A69	N5369	25/01/2014	25/01/2014 11:36	TIM_Fault_50HzComponentDetection_Group1	Penrith	286.6396493	Blue Mountains Line	150.692642	-33.7494011	1	SPEED	15	Yes	2014	1
A69	N5369	25/01/2014	25/01/2014 11:36	TIM_Fault_50HzComponentDetection_Group1	Penrith	286.6396493	Western Line	150.692642	-33.7494011	1	SPEED	15	No	2014	1
A70	N5470	25/01/2014	25/01/2014 5:12	TIM_Fault_50HzComponentDetection_Group1	Mt Druitt	1288.059845	Western Line	150.803864	-33.7667503	1	SPEED	112	Yes	2014	1
A22	N5422	26/01/2014	26/01/2014 9:51	TIM_Fault_50HzComponentDetection_Group1	Penrith	304.1943162	Blue Mountains Line	150.692703	-33.748867	1	SPEED	12	Yes	2014	1
A22	N5422	26/01/2014	26/01/2014 9:51	TIM_Fault_50HzComponentDetection_Group1	Penrith	304.1943162	Western Line	150.692703	-33.748867	1	SPEED	12	No	2014	1
A51	N5451	26/01/2014	26/01/2014 12:48	TIM_Fault_50HzComponentDetection_Group1	Penrith	272.2627007	Blue Mountains Line	150.692902	-33.7492676	1	SPEED	15	Yes	2014	1
A51	N5451	26/01/2014	26/01/2014 12:48	TIM_Fault_50HzComponentDetection_Group1	Penrith	272.2627007	Western Line	150.692902	-33.7492676	1	SPEED	15	No	2014	1
A51	N5651	26/01/2014	26/01/2014 12:48	TIM_Fault_50HzComponentDetection_Group1	Penrith	272.2627007	Blue Mountains Line	150.692902	-33.7492676	1	SPEED	15	No	2014	1
A51	N5651	26/01/2014	26/01/2014 12:48	TIM_Fault_50HzComponentDetection_Group1	Penrith	272.2627007	Western Line	150.692902	-33.7492676	1	SPEED	15	No	2014	1
A59	N5659	27/01/2014	27/01/2014 14:03	TIM_Fault_50HzComponentDetection_Group1	Glenfield	793.2868807	Airport & East Hills Line	150.898697	-33.9672508	1	SPEED	64	Yes	2014	1
A59	N5659	27/01/2014	27/01/2014 14:03	TIM_Fault_50HzComponentDetection_Group1	Glenfield	793.2868807	Cumberland Line	150.898697	-33.9672508	1	SPEED	64	No	2014	1
A59	N5659	27/01/2014	27/01/2014 14:03	TIM_Fault_50HzComponentDetection_Group1	Glenfield	793.2868807	South Line	150.898697	-33.9672508	1	SPEED	64	No	2014	1
A20	N5420	28/01/2014	28/01/2014 16:34	TIM_Fault_50HzComponentDetection_Group1	Warwick Farm	55.21117118	Bankstown Line	150.935104	-33.9129181	1	SPEED	28	Yes	2014	1
A20	N5420	28/01/2014	28/01/2014 16:34	TIM_Fault_50HzComponentDetection_Group1	Warwick Farm	55.21117118	Cumberland Line	150.935104	-33.9129181	1	SPEED	28	No	2014	1
A20	N5420	28/01/2014	28/01/2014 16:34	TIM_Fault_50HzComponentDetection_Group1	Warwick Farm	55.21117118	Inner West Line	150.935104	-33.9129181	1	SPEED	28	No	2014	1
A20	N5420	28/01/2014	28/01/2014 16:34	TIM_Fault_50HzComponentDetection_Group1	Warwick Farm	55.21117118	South Line	150.935104	-33.9129181	1	SPEED	28	No	2014	1
A22	N5322	28/01/2014	28/01/2014 7:01	TIM_Fault_50HzComponentDetection_Group1	Penrith	235.8424517	Blue Mountains Line	150.693588	-33.7490311	1	SPEED	12	Yes	2014	1
A22	N5322	28/01/2014	28/01/2014 7:01	TIM_Fault_50HzComponentDetection_Group1	Penrith	235.8424517	Western Line	150.693588	-33.7490311	1	SPEED	12	No	2014	1
A22	N5522	28/01/2014	28/01/2014 7:01	TIM_Fault_50HzComponentDetection_Group1	Penrith	235.8424517	Blue Mountains Line	150.693588	-33.7490311	1	SPEED	12	No	2014	1
A22	N5522	28/01/2014	28/01/2014 7:01	TIM_Fault_50HzComponentDetection_Group1	Penrith	235.8424517	Western Line	150.693588	-33.7490311	1	SPEED	12	No	2014	1
A62	N5462	28/01/2014	28/01/2014 16:05	TIM_Fault_50HzComponentDetection_Group1	Casula	1964.711083	Cumberland Line	150.922516	-33.9651909	1	SPEED	106	Yes	2014	1
A62	N5462	28/01/2014	28/01/2014 16:05	TIM_Fault_50HzComponentDetection_Group1	Casula	1964.711083	South Line	150.922516	-33.9651909	1	SPEED	106	No	2014	1
A63	N5563	28/01/2014	28/01/2014 7:08	TIM_Fault_50HzComponentDetection_Group1	Blacktown	505.8393876	Blue Mountains Line	150.906158	-33.7639732	1	SPEED	13	Yes	2014	1
A63	N5563	28/01/2014	28/01/2014 7:08	TIM_Fault_50HzComponentDetection_Group1	Blacktown	505.8393876	Cumberland Line	150.906158	-33.7639732	1	SPEED	13	No	2014	1
A63	N5563	28/01/2014	28/01/2014 7:08	TIM_Fault_50HzComponentDetection_Group1	Blacktown	505.8393876	Western Line	150.906158	-33.7639732	1	SPEED	13	No	2014	1
A67	N5467	28/01/2014	28/01/2014 15:38	TIM_Fault_50HzComponentDetection_Group1	Blacktown	392.506104	Blue Mountains Line	150.906387	-33.7649803	1	SPEED	17	Yes	2014	1
A67	N5467	28/01/2014	28/01/2014 15:38	TIM_Fault_50HzComponentDetection_Group1	Blacktown	392.506104	Cumberland Line	150.906387	-33.7649803	1	SPEED	17	No	2014	1
A67	N5467	28/01/2014	28/01/2014 15:38	TIM_Fault_50HzComponentDetection_Group1	Blacktown	392.506104	Western Line	150.906387	-33.7649803	1	SPEED	17	No	2014	1
A06	N5406	29/01/2014	29/01/2014 15:38	TIM_Fault_50HzComponentDetection_Group1	Blacktown	635.1174036	Blue Mountains Line	150.905838	-33.7628326	1	SPEED	10	Yes	2014	1
A06	N5406	29/01/2014	29/01/2014 15:38	TIM_Fault_50HzComponentDetection_Group1	Blacktown	635.1174036	Cumberland Line	150.905838	-33.7628326	1	SPEED	10	No	2014	1
A06	N5406	29/01/2014	29/01/2014 15:38	TIM_Fault_50HzComponentDetection_Group1	Blacktown	635.1174036	Western Line	150.905838	-33.7628326	1	SPEED	10	No	2014	1
A06	N5506	29/01/2014	29/01/2014 15:39	TIM_Fault_50HzComponentDetection_Group1	Blacktown	457.5999573	Blue Mountains Line	150.906265	-33.7644005	1	SPEED	16	No	2014	1
A06	N5506	29/01/2014	29/01/2014 15:39	TIM_Fault_50HzComponentDetection_Group1	Blacktown	457.5999573	Cumberland Line	150.906265	-33.7644005	1	SPEED	16	No	2014	1
A06	N5506	29/01/2014	29/01/2014 15:39	TIM_Fault_50HzComponentDetection_Group1	Blacktown	457.5999573	Western Line	150.906265	-33.7644005	1	SPEED	16	No	2014	1
A13	N5613	29/01/2014	29/01/2014 0:32	TIM_Fault_50HzComponentDetection_Group1	Penrith	160.5571783	Blue Mountains Line	150.698273	-33.7503967	1	SPEED	13	Yes	2014	1
A13	N5613	29/01/2014	29/01/2014 0:32	TIM_Fault_50HzComponentDetection_Group1	Penrith	160.5571783	Western Line	150.698273	-33.7503967	1	SPEED	13	No	2014	1
A20	N5320	29/01/2014	29/01/2014 11:41	TIM_Fault_50HzComponentDetection_Group1	Glenfield	775.4079214	Airport & East Hills Line	150.898605	-33.9673996	1	SPEED	60	#REF!	2014	1
A20	N5320	29/01/2014	29/01/2014 11:41	TIM_Fault_50HzComponentDetection_Group1	Glenfield	775.4079214	Cumberland Line	150.898605	-33.9673996	1	SPEED	60	No	2014	1
A20	N5320	29/01/2014	29/01/2014 11:41	TIM_Fault_50HzComponentDetection_Group1	Glenfield	775.4079214	South Line	150.898605	-33.9673996	1	SPEED	60	No	2014	1
A20	N5320	29/01/2014	29/01/2014 14:39	TIM_Fault_50HzComponentDetection_Group1	Macquarie Fields	583.2098769	Airport & East Hills Line	150.874573	-33.9885483	1	SPEED	44	No	2014	1
A20	N5320	29/01/2014	29/01/2014 14:39	TIM_Fault_50HzComponentDetection_Group1	Macquarie Fields	583.2098769	Cumberland Line	150.874573	-33.9885483	1	SPEED	44	No	2014	1
A20	N5420	29/01/2014	29/01/2014 14:53	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	51.06334619	Airport & East Hills Line	150.814331	-34.0637283	1	SPEED	22	No	2014	1
A20	N5420	29/01/2014	29/01/2014 14:53	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	51.06334619	Cumberland Line	150.814331	-34.0637283	1	SPEED	22	No	2014	1
