A-set	Car	Date	Date and Time	Event Name	Nearest Train Station	Metres to Train Station	Cityrail Line	Longitude	Latitude	Event Count	Signal Name	Numeric Snaphot 0 Value	BW Y/N	BW Year	Month
A05	N5305	4/08/2011	4/08/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	494.4410325	Newcastle & Central Coast Line	151.646042	-32.937458	1	SPEED	18	Yes	2011	8
A05	N5305	4/08/2011	4/08/2011 12:44	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	491.1740209	Newcastle & Central Coast Line	151.64595	-32.9374886	1	SPEED	18	No	2011	8
A05	N5305	4/08/2011	4/08/2011 13:05	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	486.4216212	Newcastle & Central Coast Line	151.647034	-32.9375229	1	SPEED	9	No	2011	8
A05	N5305	4/08/2011	4/08/2011 14:46	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	519.0949845	Newcastle & Central Coast Line	151.644287	-32.9372482	1	SPEED	7	No	2011	8
A05	N5605	4/08/2011	4/08/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	494.4410325	Newcastle & Central Coast Line	151.646042	-32.937458	1	SPEED	18	No	2011	8
A05	N5605	4/08/2011	4/08/2011 12:44	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	491.1740209	Newcastle & Central Coast Line	151.64595	-32.9374886	1	SPEED	18	No	2011	8
A05	N5605	4/08/2011	4/08/2011 13:05	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	486.8661668	Newcastle & Central Coast Line	151.647003	-32.9375191	1	SPEED	10	No	2011	8
A05	N5605	4/08/2011	4/08/2011 14:46	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	519.9560802	Newcastle & Central Coast Line	151.644257	-32.9372406	1	SPEED	7	No	2011	8
A05	N5305	6/08/2011	6/08/2011 12:58	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	528.1282965	Newcastle & Central Coast Line	151.644882	-32.9371605	1	SPEED	8	Yes	2011	8
A05	N5605	6/08/2011	6/08/2011 12:58	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	527.7399745	Newcastle & Central Coast Line	151.644852	-32.9371643	1	SPEED	9	No	2011	8
A05	N5305	8/08/2011	8/08/2011 9:59	TIM_Fault_50HzComponentDetection_Group1	Wyong	177.6407616	Newcastle & Central Coast Line	151.424774	-33.2871552	1	SPEED	11	Yes	2011	8
A05	N5305	8/08/2011	8/08/2011 11:03	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	528.5714687	Newcastle & Central Coast Line	151.643158	-32.9371719	1	SPEED	16	No	2011	8
A05	N5305	8/08/2011	8/08/2011 13:06	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	525.7045403	Newcastle & Central Coast Line	151.644791	-32.9371834	1	SPEED	7	No	2011	8
A05	N5605	8/08/2011	8/08/2011 9:59	TIM_Fault_50HzComponentDetection_Group1	Wyong	177.6407616	Newcastle & Central Coast Line	151.424774	-33.2871552	1	SPEED	11	No	2011	8
A05	N5605	8/08/2011	8/08/2011 11:03	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	528.082845	Newcastle & Central Coast Line	151.643219	-32.9371758	1	SPEED	16	No	2011	8
A05	N5605	8/08/2011	8/08/2011 13:06	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	525.7045403	Newcastle & Central Coast Line	151.644791	-32.9371834	1	SPEED	7	No	2011	8
A05	N5605	8/08/2011	8/08/2011 14:02	TIM_Fault_50HzComponentDetection_Group1	Tuggerah	1304.89004	Newcastle & Central Coast Line	151.415039	-33.3197327	1	SPEED	107	No	2011	8
A05	N5305	10/08/2011	10/08/2011 7:58	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	531.8450448	Newcastle & Central Coast Line	151.644928	-32.9371262	1	SPEED	3	Yes	2011	8
A05	N5505	10/08/2011	10/08/2011 7:58	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	531.8450448	Newcastle & Central Coast Line	151.644928	-32.9371262	1	SPEED	3	No	2011	8
A05	N5605	10/08/2011	10/08/2011 7:58	TIM_Fault_50HzComponentDetection_Group1	Cardiff (SP4)	531.8450448	Newcastle & Central Coast Line	151.644928	-32.9371262	1	SPEED	2	No	2011	8
A05	N5305	20/08/2011	20/08/2011 1:10	TIM_Fault_50HzComponentDetection_Group1	Doonside	933.063775	Western Line	150.880356	-33.7637863	1	SPEED	103	Yes	2011	8
A05	N5305	20/08/2011	20/08/2011 2:36	TIM_Fault_50HzComponentDetection_Group1	Doonside	688.1415649	Western Line	150.877151	-33.7633171	1	SPEED	98	No	2011	8
A05	N5305	20/08/2011	20/08/2011 2:57	TIM_Fault_50HzComponentDetection_Group1	Toongabbie	473.0313747	Cumberland Line	150.952118	-33.7915077	1	SPEED	79	No	2011	8
A05	N5305	20/08/2011	20/08/2011 2:57	TIM_Fault_50HzComponentDetection_Group1	Toongabbie	473.0313747	Western Line	150.952118	-33.7915077	1	SPEED	79	No	2011	8
A05	N5505	20/08/2011	20/08/2011 1:10	TIM_Fault_50HzComponentDetection_Group1	Doonside	933.063775	Western Line	150.880356	-33.7637863	1	SPEED	103	No	2011	8
A05	N5505	20/08/2011	20/08/2011 2:36	TIM_Fault_50HzComponentDetection_Group1	Doonside	777.5593197	Western Line	150.878326	-33.7634468	1	SPEED	99	No	2011	8
A05	N5505	20/08/2011	20/08/2011 2:57	TIM_Fault_50HzComponentDetection_Group1	Toongabbie	473.0313747	Cumberland Line	150.952118	-33.7915077	1	SPEED	79	No	2011	8
A05	N5505	20/08/2011	20/08/2011 2:57	TIM_Fault_50HzComponentDetection_Group1	Toongabbie	473.0313747	Western Line	150.952118	-33.7915077	1	SPEED	79	No	2011	8
A05	N5605	20/08/2011	20/08/2011 1:10	TIM_Fault_50HzComponentDetection_Group1	Doonside	956.6626259	Western Line	150.880661	-33.7638321	1	SPEED	103	No	2011	8
A05	N5605	20/08/2011	20/08/2011 2:57	TIM_Fault_50HzComponentDetection_Group1	Toongabbie	473.0313747	Cumberland Line	150.952118	-33.7915077	1	SPEED	78	No	2011	8
A05	N5605	20/08/2011	20/08/2011 2:57	TIM_Fault_50HzComponentDetection_Group1	Toongabbie	473.0313747	Western Line	150.952118	-33.7915077	1	SPEED	78	No	2011	8
A05	N5305	24/09/2011	24/09/2011 18:29	TIM_Fault_50HzComponentDetection_Group1	Bexley North	326.5307253	Airport & East Hills Line	151.116669	-33.9363174	1	SPEED	77	Yes	2011	9
A05	N5505	24/09/2011	24/09/2011 16:12	TIM_Fault_50HzComponentDetection_Group1	Bexley North	408.7705321	Airport & East Hills Line	151.117325	-33.9357491	1	SPEED	62	No	2011	9
A05	N5505	24/09/2011	24/09/2011 18:29	TIM_Fault_50HzComponentDetection_Group1	Bexley North	326.5307253	Airport & East Hills Line	151.116669	-33.9363174	1	SPEED	78	No	2011	9
A05	N5505	24/09/2011	24/09/2011 21:25	TIM_Fault_50HzComponentDetection_Group1	Tempe	211.9801036	Eastern Suburbs & Illawarra Line	151.156769	-33.92276	1	SPEED	60	No	2011	9
A05	N5605	25/09/2011	25/09/2011 1:48	TIM_Fault_50HzComponentDetection_Group1	East Hills	315.6677794	Airport & East Hills Line	150.98732	-33.9595261	1	SPEED	27	Yes	2011	9
A05	N5605	25/09/2011	25/09/2011 7:01	TIM_Fault_50HzComponentDetection_Group1	Bexley North	406.5570177	Airport & East Hills Line	151.11734	-33.9358101	1	SPEED	83	No	2011	9
A05	N5505	8/10/2011	8/10/2011 1:28	TIM_Fault_50HzComponentDetection_Group1	Doonside	255.8885599	Western Line	150.865234	-33.7647247	1	SPEED	112	Yes	2011	10
A05	N5505	8/10/2011	8/10/2011 2:16	TIM_Fault_50HzComponentDetection_Group1	Rooty Hill	972.3037295	Western Line	150.856186	-33.7676773	1	SPEED	110	No	2011	10
A05	N5505	8/10/2011	8/10/2011 5:12	TIM_Fault_50HzComponentDetection_Group1	Doonside	996.8520759	Western Line	150.88118	-33.7639351	1	SPEED	101	No	2011	10
A05	N5605	8/10/2011	8/10/2011 2:11	TIM_Fault_50HzComponentDetection_Group1	Mt Druitt	1237.331936	Western Line	150.804474	-33.7669144	1	SPEED	115	No	2011	10
A05	N5305	30/10/2011	30/10/2011 11:39	TIM_Fault_50HzComponentDetection_Group1	Mt Kuring-gai (SP6)	423.7781178	North Shore Line	151.134583	-33.6567192	1	SPEED	73	Yes	2011	10
A05	N5505	30/10/2011	30/10/2011 14:14	TIM_Fault_50HzComponentDetection_Group1	Rooty Hill	172.23577	Western Line	150.843018	-33.7720299	1	SPEED	104	No	2011	10
A05	N5505	3/11/2011	3/11/2011 9:43	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	2174.781373	Airport & East Hills Line	150.933426	-33.9645805	1	SPEED	103	Yes	2011	11
A05	N5305	6/11/2011	6/11/2011 1:21	TIM_Fault_50HzComponentDetection_Group1	Erskineville	149.9209374	Bankstown Line	151.185776	-33.8996124	1	SPEED	39	Yes	2011	11
A05	N5305	6/11/2011	6/11/2011 11:47	TIM_Fault_50HzComponentDetection_Group1	Sydenham	532.2436337	Airport & East Hills Line (Sydenham Branch)	151.171173	-33.9113235	1	SPEED	62	No	2011	11
A05	N5305	6/11/2011	6/11/2011 11:47	TIM_Fault_50HzComponentDetection_Group1	Sydenham	532.2436337	Bankstown Line	151.171173	-33.9113235	1	SPEED	62	No	2011	11
A05	N5305	6/11/2011	6/11/2011 11:47	TIM_Fault_50HzComponentDetection_Group1	Sydenham	532.2436337	Eastern Suburbs & Illawarra Line	151.171173	-33.9113235	1	SPEED	62	No	2011	11
A05	N5505	6/11/2011	6/11/2011 1:12	TIM_Fault_50HzComponentDetection_Group1	Bexley North	74.79233515	Airport & East Hills Line	151.11261	-33.9375381	1	SPEED	94	No	2011	11
A05	N5605	7/11/2011	7/11/2011 16:26	TIM_Fault_50HzComponentDetection_Group1	Bexley North	230.0463866	Airport & East Hills Line	151.115845	-33.9369659	1	SPEED	88	Yes	2011	11
A05	N5305	8/11/2011	8/11/2011 13:02	TIM_Fault_50HzComponentDetection_Group1	Revesby	113.0490382	Airport & East Hills Line	151.013611	-33.9525757	1	SPEED	49	Yes	2011	11
A04	N5404	9/11/2011	9/11/2011 15:52	TIM_Fault_50HzComponentDetection_Group1	Ingleburn	385.1935935	Airport & East Hills Line	150.862381	-33.9994736	1	SPEED	71	Yes	2011	11
A04	N5404	9/11/2011	9/11/2011 15:52	TIM_Fault_50HzComponentDetection_Group1	Ingleburn	385.1935935	Cumberland Line	150.862381	-33.9994736	1	SPEED	71	No	2011	11
A08	N5308	10/11/2011	10/11/2011 12:11	TIM_Fault_50HzComponentDetection_Group1	Auburn	792.5121068	Inner West Line	151.026917	-33.8438263	1	SPEED	18	Yes	2011	11
A08	N5308	10/11/2011	10/11/2011 12:11	TIM_Fault_50HzComponentDetection_Group1	Auburn	792.5121068	South Line	151.026917	-33.8438263	1	SPEED	18	No	2011	11
A05	N5605	12/11/2011	12/11/2011 20:56	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	155.0555012	Airport & East Hills Line	150.814987	-34.0629921	1	SPEED	11	Yes	2011	11
A05	N5605	12/11/2011	12/11/2011 20:56	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	155.0555012	Cumberland Line	150.814987	-34.0629921	1	SPEED	11	No	2011	11
A05	N5605	12/11/2011	12/11/2011 20:56	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	155.0555012	South Line	150.814987	-34.0629921	1	SPEED	11	No	2011	11
A05	N5605	12/11/2011	12/11/2011 20:56	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	155.0555012	Southern Highlands Line	150.814987	-34.0629921	1	SPEED	11	No	2011	11
A05	N5305	14/11/2011	14/11/2011 17:51	TIM_Fault_50HzComponentDetection_Group1	Kingsgrove	118.4200484	Airport & East Hills Line	151.099335	-33.9411469	1	SPEED	30	Yes	2011	11
A05	N5605	14/11/2011	14/11/2011 18:08	TIM_Fault_50HzComponentDetection_Group1	East Hills	719.7467255	Airport & East Hills Line	150.978317	-33.9649506	1	SPEED	75	No	2011	11
A05	N5605	14/11/2011	14/11/2011 18:26	TIM_Fault_50HzComponentDetection_Group1	Minto	197.4372839	Airport & East Hills Line	150.842026	-34.0287476	1	SPEED	44	No	2011	11
A05	N5605	14/11/2011	14/11/2011 18:26	TIM_Fault_50HzComponentDetection_Group1	Minto	197.4372839	Cumberland Line	150.842026	-34.0287476	1	SPEED	44	No	2011	11
A04	N5404	16/11/2011	16/11/2011 20:20	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	235.5325062	Airport & East Hills Line	150.954407	-33.9632721	1	SPEED	116	Yes	2011	11
A05	N5305	17/11/2011	17/11/2011 14:09	TIM_Fault_50HzComponentDetection_Group1	Glenfield	1639.389974	Airport & East Hills Line	150.907761	-33.964489	1	SPEED	103	Yes	2011	11
A05	N5305	17/11/2011	17/11/2011 14:09	TIM_Fault_50HzComponentDetection_Group1	Glenfield	1639.389974	Cumberland Line	150.907761	-33.964489	1	SPEED	103	No	2011	11
A05	N5305	17/11/2011	17/11/2011 14:09	TIM_Fault_50HzComponentDetection_Group1	Glenfield	1639.389974	South Line	150.907761	-33.964489	1	SPEED	103	No	2011	11
A05	N5505	17/11/2011	17/11/2011 14:28	TIM_Fault_50HzComponentDetection_Group1	Riverwood	804.9389285	Airport & East Hills Line	151.060379	-33.9492111	1	SPEED	88	No	2011	11
A05	N5605	17/11/2011	17/11/2011 16:21	TIM_Fault_50HzComponentDetection_Group1	Tempe	109.9196977	Eastern Suburbs & Illawarra Line	151.156555	-33.9236679	1	SPEED	63	No	2011	11
A08	N5608	21/11/2011	21/11/2011 21:08	TIM_Fault_50HzComponentDetection_Group1	Casula	1704.823304	Cumberland Line	150.913177	-33.965107	1	SPEED	107	Yes	2011	11
A08	N5608	21/11/2011	21/11/2011 21:08	TIM_Fault_50HzComponentDetection_Group1	Casula	1704.823304	South Line	150.913177	-33.965107	1	SPEED	107	No	2011	11
A05	N5505	23/11/2011	23/11/2011 11:39	TIM_Fault_50HzComponentDetection_Group1	Casula	1974.023856	Cumberland Line	150.922745	-33.9651794	1	SPEED	103	Yes	2011	11
A05	N5505	23/11/2011	23/11/2011 11:39	TIM_Fault_50HzComponentDetection_Group1	Casula	1974.023856	South Line	150.922745	-33.9651794	1	SPEED	103	No	2011	11
A05	N5305	24/11/2011	24/11/2011 3:43	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	417.2599231	Airport & East Hills Line	150.817184	-34.0615921	1	SPEED	17	Yes	2011	11
A05	N5305	24/11/2011	24/11/2011 3:43	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	417.2599231	Cumberland Line	150.817184	-34.0615921	1	SPEED	17	No	2011	11
A05	N5305	24/11/2011	24/11/2011 3:43	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	417.2599231	South Line	150.817184	-34.0615921	1	SPEED	17	No	2011	11
A05	N5305	24/11/2011	24/11/2011 3:43	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	417.2599231	Southern Highlands Line	150.817184	-34.0615921	1	SPEED	17	No	2011	11
A05	N5505	24/11/2011	24/11/2011 3:43	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	417.2599231	Airport & East Hills Line	150.817184	-34.0615921	1	SPEED	17	No	2011	11
A05	N5505	24/11/2011	24/11/2011 3:43	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	417.2599231	Cumberland Line	150.817184	-34.0615921	1	SPEED	17	No	2011	11
A05	N5505	24/11/2011	24/11/2011 3:43	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	417.2599231	South Line	150.817184	-34.0615921	1	SPEED	17	No	2011	11
A05	N5505	24/11/2011	24/11/2011 3:43	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	417.2599231	Southern Highlands Line	150.817184	-34.0615921	1	SPEED	17	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	Airport & East Hills Line	151.204056	-33.8853951	1	SPEED	11	Yes	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	Bankstown Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	Blue Mountains Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	Eastern Suburbs & Illawarra Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	Inner West Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	Newcastle & Central Coast Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	North Shore Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	Northern Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	Olympic Park services	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	South Coast Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	South Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	Southern Highlands Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5508	24/11/2011	24/11/2011 12:13	TIM_Fault_50HzComponentDetection_Group1	Central	254.22269	Western Line	151.204056	-33.8853951	1	SPEED	11	No	2011	11
A08	N5408	25/11/2011	25/11/2011 23:08	TIM_Fault_50HzComponentDetection_Group1	St Marys	1756.04522	Western Line	150.797943	-33.7658844	1	SPEED	98	Yes	2011	11
A08	N5608	26/11/2011	26/11/2011 6:51	TIM_Fault_50HzComponentDetection_Group1	Rooty Hill	935.6701225	Western Line	150.855774	-33.7678337	1	SPEED	99	Yes	2011	11
A08	N5308	28/11/2011	28/11/2011 12:38	TIM_Fault_50HzComponentDetection_Group1	Ashfield	287.5522464	Inner West Line	151.122635	-33.8864288	1	SPEED	85	Yes	2011	11
A08	N5308	28/11/2011	28/11/2011 12:38	TIM_Fault_50HzComponentDetection_Group1	Ashfield	287.5522464	South Line	151.122635	-33.8864288	1	SPEED	85	No	2011	11
A05	N5505	29/11/2011	29/11/2011 9:30	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	245.5408664	Airport & East Hills Line	150.811966	-34.0653801	1	SPEED	16	Yes	2011	11
A05	N5505	29/11/2011	29/11/2011 9:30	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	245.5408664	Cumberland Line	150.811966	-34.0653801	1	SPEED	16	No	2011	11
A05	N5505	29/11/2011	29/11/2011 9:30	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	245.5408664	South Line	150.811966	-34.0653801	1	SPEED	16	No	2011	11
A05	N5505	29/11/2011	29/11/2011 9:30	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	245.5408664	Southern Highlands Line	150.811966	-34.0653801	1	SPEED	16	No	2011	11
A08	N5308	29/11/2011	29/11/2011 21:27	TIM_Fault_50HzComponentDetection_Group1	Rooty Hill	479.0557866	Western Line	150.839172	-33.7725105	1	SPEED	67	Yes	2011	11
A08	N5408	30/11/2011	30/11/2011 2:15	TIM_Fault_50HzComponentDetection_Group1	Seven Hills	50.91900437	Cumberland Line	150.935959	-33.7743225	1	SPEED	25	Yes	2011	11
A08	N5408	30/11/2011	30/11/2011 2:15	TIM_Fault_50HzComponentDetection_Group1	Seven Hills	50.91900437	Western Line	150.935959	-33.7743225	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	Airport & East Hills Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	Bankstown Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	Blue Mountains Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	Eastern Suburbs & Illawarra Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	Inner West Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	Newcastle & Central Coast Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	North Shore Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	Northern Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	Olympic Park services	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	South Coast Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	South Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	Southern Highlands Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	30/11/2011	30/11/2011 0:56	TIM_Fault_50HzComponentDetection_Group1	Central	351.7261798	Western Line	151.20343	-33.8861847	1	SPEED	25	No	2011	11
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	Airport & East Hills Line	151.205124	-33.8837051	1	SPEED	24	Yes	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	Bankstown Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	Blue Mountains Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	Eastern Suburbs & Illawarra Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	Inner West Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	Newcastle & Central Coast Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	North Shore Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	Northern Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	Olympic Park services	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	South Coast Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	South Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	Southern Highlands Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5608	1/12/2011	1/12/2011 1:16	TIM_Fault_50HzComponentDetection_Group1	Central	121.9609802	Western Line	151.205124	-33.8837051	1	SPEED	24	No	2011	12
A08	N5308	8/12/2011	8/12/2011 14:44	TIM_Fault_50HzComponentDetection_Group1	Ingleburn	175.4219495	Airport & East Hills Line	150.863892	-33.9980888	1	SPEED	55	Yes	2011	12
A08	N5308	8/12/2011	8/12/2011 14:44	TIM_Fault_50HzComponentDetection_Group1	Ingleburn	175.4219495	Cumberland Line	150.863892	-33.9980888	1	SPEED	55	No	2011	12
A08	N5308	8/12/2011	8/12/2011 14:53	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	372.5010998	Airport & East Hills Line	150.816803	-34.061821	1	SPEED	19	No	2011	12
A08	N5308	8/12/2011	8/12/2011 14:53	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	372.5010998	Cumberland Line	150.816803	-34.061821	1	SPEED	19	No	2011	12
A08	N5308	8/12/2011	8/12/2011 14:53	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	372.5010998	South Line	150.816803	-34.061821	1	SPEED	19	No	2011	12
A08	N5308	8/12/2011	8/12/2011 14:53	TIM_Fault_50HzComponentDetection_Group1	Campbelltown	372.5010998	Southern Highlands Line	150.816803	-34.061821	1	SPEED	19	No	2011	12
A09	N5409	11/12/2011	11/12/2011 22:55	TIM_Fault_50HzComponentDetection_Group1	Holsworthy	1476.196823	Airport & East Hills Line	150.940979	-33.9640923	1	SPEED	106	Yes	2011	12
A04	N5304	12/12/2011	12/12/2011 9:44	TIM_Fault_50HzComponentDetection_Group1	Casula	2352.376902	Cumberland Line	150.93013	-33.9647522	1	SPEED	107	Yes	2011	12
A04	N5304	12/12/2011	12/12/2011 9:44	TIM_Fault_50HzComponentDetection_Group1	Casula	2352.376902	South Line	150.93013	-33.9647522	1	SPEED	107	No	2011	12
A05	N5505	12/12/2011	12/12/2011 6:02	TIM_Fault_50HzComponentDetection_Group1	Casula	1684.771594	Cumberland Line	150.912567	-33.9649506	1	SPEED	112	Yes	2011	12
A05	N5505	12/12/2011	12/12/2011 6:02	TIM_Fault_50HzComponentDetection_Group1	Casula	1684.771594	South Line	150.912567	-33.9649506	1	SPEED	112	No	2011	12
A05	N5605	12/12/2011	12/12/2011 6:27	TIM_Fault_50HzComponentDetection_Group1	Turrella	438.0775131	Airport & East Hills Line	151.144547	-33.9283676	1	SPEED	71	No	2011	12
A05	N5305	16/12/2011	16/12/2011 6:34	TIM_Fault_50HzComponentDetection_Group1	Macdonaldtown	146.7285002	Inner West Line	151.186783	-33.8978043	1	SPEED	59	Yes	2011	12
